category,district,culutename,cultureaddress,organizationname,targetaudience,fee,description,thumbnailimage,startdate,enddate,isfree,portalurl
교육/체험,종로구,[제기동감초마을현진건기념도서관] 인도 인문 강좌 - 식탁 위의 인도사,5층 프로그램실,동대문문화재단,성인 (15명),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=070af7ef763949ecb290a208a458fa2a&thumb=Y,2024. 10. 15,2024. 10. 29,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150099&menuNo=200011
교육/체험,종로구,[구립증산정보도서관]개관시간 연장 지원 사업 [나의 첫 마카 드로잉 수업],지하문화강좌실,은평구청,중학생 이상,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc958f6d528a4ae1960a9394a9d21212&thumb=Y,2024. 10. 15,2024. 10. 29,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149886&menuNo=200011
교육/체험,종로구,[서울시립 북서울미술관] SeMA 옴니버스 《나는 우리를 사랑하고 싶다》展 연계 특수학급 프로그램 [도란도란 전시 만지기],"서울시립 북서울미술관 1층, 2층",서울시립북서울미술관,"초,중,고 특수학급",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=32a22a023abe4fcc95b81bb645cf193c&thumb=Y,2024. 10. 15,2024. 10. 29,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149918&menuNo=200011
전시/미술,종로구,"[운현궁] 2024 기획전시 [Bravo, My Life!]",운현궁 기획전시실,운현궁,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ba0a520064eb4e7381bc9cbebffd49cf&thumb=Y,2024. 10. 15,2024. 10. 20,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150196&menuNo=200009
전시/미술,종로구,[성동문화재단] XON 개인전,성수 아뜰리에 ,성동문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d8bf688d846147fe99705ea96cf95d83&thumb=Y,2024. 10. 15,2024. 10. 19,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150092&menuNo=200009
교육/체험,종로구,[대우재단 시민강좌] 법의 딜레마,"대우재단빌딩 5층, 대우학술라운지",기타,누구나,"10,000원",대우재단 시민강좌,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebd7e546f5ac4ced96cef18f3f2fadd9&thumb=Y,2024. 10. 15,2024. 10. 15,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150101&menuNo=200011
클래식,종로구,[마포문화재단] M 연가곡 시리즈 바리톤 최현수,마포아트센터 아트홀맥,마포문화재단,8세이상 관람가능,"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bdb0270592264b5d846580add3cb6ab5&thumb=Y,2024. 10. 15,2024. 10. 15,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149028&menuNo=200008
독주/독창회,종로구,[세종문화회관] 박혜현 피아노 독주회,세종체임버홀,세종문화회관,8세 이상 (2016년 이후 출생자),"전석 20,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f16ce54816624ca9a6e981240ba984f8&thumb=Y,2024. 10. 15,2024. 10. 15,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149330&menuNo=200008
국악,종로구,[세종문화회관] 대한민국국악관현악축제-KBS국악관현악단,세종M씨어터,세종문화회관,7세 이상 (2017년생부터 관람 가능),"전석 10,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4a40159116ca4fbd9cd1bb72be0043e0&thumb=Y,2024. 10. 15,2024. 10. 15,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149335&menuNo=200008
전시/미술,종로구,오아시스 20주년 기념 특별전시 [웹트로 : 디지털 기억 (Webtro : Digital Memory)],국립중앙도서관 본관 1층 전시실,기타,누구나,무료,"국립중앙도서관에서 오아시스(OASIS) 20주년을 기념하는 「웹트로 : 디지털 기억」 전시회를 개최합니다.  오아시스(OASIS)는 국립중앙도서관이 2004년 부터 추진하고 있는 웹 보존 사업입니다.  2004년부터 현재까지 우리 도서관이 수집?보존하고 있는 웹자원을 통해 과거의 추억과 경험을 느껴보시고,   시대의 변화와 다가올 미래를 체험해 보시기 바랍니다.  디지털 문화유산의 진정한 가치를 조명하는 이번 전시에 함께 해 주시면 감사하겠습니다.",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f645ede376d843c0b973a9c4d84b256b&thumb=Y,2024. 10. 14,2024. 12. 8,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150814&menuNo=200009
교육/체험,종로구,[서울문화재단] [2024 PLAY-UP 아카데미 모집] 정규과정7. 심화과정 - 중심의 발견 (강사 정영두),서울연극센터 (서울시 종로구 대명길 3),서울문화재단,전문공연예술인,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e7f25ee452948cd9b61921d13773025&thumb=Y,2024. 10. 14,2024. 11. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150500&menuNo=200011
연극,종로구,2024 제3회 연극 판 (PAAN) 페스티벌,"나온씨어터, 동숭무대 소극장",기타,만 15세 이상,"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=35fb4f5c15ed46cfa174d3f24cd10d40&thumb=Y,2024. 10. 14,2024. 11. 16,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149554&menuNo=200008
전시/미술,종로구,[성동문화재단] 제 19회 성동미술협회전,소월아트홀 소월전시실,성동문화재단,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=009c0d4abb574e2f9ca8dd9034ede502&thumb=Y,2024. 10. 14,2024. 10. 19,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150091&menuNo=200009
교육/체험,종로구,[서초문화재단] 서리풀 예술로 산책 [발레와 함께라면..],심산기념문화센터 2층 반포심산아트홀,서초문화재단,초등학생 이상,"전석 15,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d23aeca3b9ce421a9ed2f856ceaaca06&thumb=Y,2024. 10. 14,2024. 10. 14,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149853&menuNo=200011
클래식,종로구,[세종문화회관] 세종PICK 미술관 옆 공연장 : 페인팅 더 뮤직,세종체임버홀,세종문화회관,8세 이상,"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53247fb75bde45e48c1ed40bf5e94b27&thumb=Y,2024. 10. 14,2024. 10. 14,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=148746&menuNo=200008
교육/체험,종로구,[서울무형유산교육전시장] 전통주 일일체험 - 석탄주 빚기(10월~11월 체험 운영),서울무형유산교육전시장,서울시청,만 19세 이상 이용가 (생일이 지난 2006년 이전 출생자),5만원,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f170b2f2b93843dca3db2626d7918804&thumb=Y,2024. 10. 13,2024. 12. 1,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150304&menuNo=200011
전시/미술,종로구,[성북문화재단] 길에서 만난 스튜디오,성북구 내 각 예술가 스튜디오,성북문화재단,10대 이상,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f7378f988064625ade8685f31301f59&thumb=Y,2024. 10. 13,2024. 10. 29,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150037&menuNo=200009
교육/체험,종로구,[서울책보고] 가족 체험 프로그램 - 가족 예술 학교(10월),서울책보고,서울책보고,각 강좌별 선착순 10가족,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1fa8cd258d154eb9bef23fe9e478cc04&thumb=Y,2024. 10. 13,2024. 10. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149893&menuNo=200011
축제-시민화합,종로구,이주민과 선주민이 하나되는 [우리마을 동행축제],서울어린이대공원 열린무대,기타,누구나,,이주민과 선주민의 문화교류를 통한 사회통합,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8c2309022d154ea8b1275b2185e2e393&thumb=Y,2024. 10. 13,2024. 10. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149843&menuNo=200010
축제-기타,종로구,[2024 한강페스티벌-가을] #오.운.한(오늘 운동 한강에서 완료)-한강별밤무소음DJ파티,잠실한강공원 물놀이장,한강사업본부,일반시민(제한없음) * 만 12세 미만은 보호자 동반 필수,"1인 5,000원 (1인 2매 구입 가능)",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=852aa612436f4eecbbbdbf9a1c9b8bb1&thumb=Y,2024. 10. 13,2024. 10. 13,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150133&menuNo=200010
국악,종로구,의정부지 봉산탈춤 공연,의정부지 역사유적광장,서울시청,시민 누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bcd2b9f5a8bc4126b5a12a87b5f47a50&thumb=Y,2024. 10. 13,2024. 10. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150140&menuNo=200008
독주/독창회,종로구,[세종문화회관] 기타리스트 임홍재 독주회,세종M씨어터,세종문화회관,8세 이상,"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7d45c4c48cec43aa9baa7e11f1d1fa01&thumb=Y,2024. 10. 13,2024. 10. 13,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149418&menuNo=200008
교육/체험,종로구,[서울아트책보고] 책보고 마술보고 10월 1차,서울아트책보고 열린무대,서울아트책보고,"누구나(영유아, 어린이 동반 가족)",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0e454010d7ce4e8a9c271d373a8172b0&thumb=Y,2024. 10. 13,2024. 10. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149838&menuNo=200011
교육/체험,종로구,[서울아트책보고] 책보고 마술보고 10월 2차,서울아트책보고 워크숍룸,서울아트책보고,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=022585a6894b43299a8c2646f78683de&thumb=Y,2024. 10. 13,2024. 10. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149839&menuNo=200011
교육/체험,종로구,[서울하수도과학관] 균균이와 함께 아랫물길 탐험대,서울하수도과학관,서울하수도과학관,6~7세 유아(미취학),무료,어린이전시실 전시 관람 및 하수도의 역할과 중요성 이해,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90ac2e580bdf444782521a2b2fd242f3&thumb=Y,2024. 10. 12,2024. 12. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149613&menuNo=200011
교육/체험,종로구,[서울하수도과학관] 휴지가 없으면 어쩌지?,서울하수도과학관 2층 교육실 ,서울하수도과학관,초등 1~6학년,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2400a3ca4f98495296db02e1758a58e7&thumb=Y,2024. 10. 12,2024. 12. 14,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149608&menuNo=200011
교육/체험,종로구,"[한강이야기전시관] 2024년 한강이야기전시관 전시해설 프로그램 ‘물의 고향, 한강 이야기’",한강이야기전시관 (서울시 광진구 강변북로 2202),한강사업본부,모든 연령대 개인 및 단체,,"‘물의 고향, 한강 이야기’ 전시해설 프로그램은 전문해설사(도슨트)와 함께 공간을 돌아보며 한강의 숨은 이야기를 듣는 방식으로 진행됩니다.",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=789be45d94d14fcfba6ddcdc0e380b7b&thumb=Y,2024. 10. 12,2024. 11. 30,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150530&menuNo=200011
전시/미술,종로구,[서울생활문화센터 체부] 2024 제 2회 생활문화전시회 그대얼굴展 [내가 사랑하는 그대 얼굴],체부 윈도우갤러리,서울생활문화센터-체부,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=766fcc2243de44f7a8d991be5c353b46&thumb=Y,2024. 10. 12,2024. 11. 28,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150622&menuNo=200009
교육/체험,종로구,[동작문화원] 2024 생생국가유산 동작구 에코 역사탐방,용양봉저정~사육신역사공원,동작문화원,누구나 (매회 선착순 15명),,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=daf2bbd4a03c4a309ae4cb296983ca0d&thumb=Y,2024. 10. 12,2024. 11. 21,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=151006&menuNo=200011
전시/미술,종로구,[서리풀청년아트갤러리]10월 기획전시 [나눔지구_네버랜드],서리풀청년아트갤러리,서초문화재단,전체 관람가,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=35b66cc2ecb14c579530ebe27a56ebf1&thumb=Y,2024. 10. 12,2024. 11. 10,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150876&menuNo=200009
전시/미술,종로구,[YK Presents] Koyaanisqatsi,YK Presents 전시실,기타,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ec8a96347104441688ad10bf16b1edac&thumb=Y,2024. 10. 12,2024. 11. 9,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150065&menuNo=200009
축제-문화/예술,종로구,서대문 핫플에서 200% 즐기는 야외도서관 [책읽는 서대문]," 서대문 독립공원, 홍제폭포(나무데크 밑)",서대문구청,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=30146adb05584456b390b79f4eee2d1d&thumb=Y,2024. 10. 12,2024. 11. 3,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150412&menuNo=200010
연극,종로구,[마포문화재단] 2024 마포문화재단 가을 가족어린이 축제 [마포가을 와글와글] 인형극 [이야기꾼 호랑호랑이],마포아트센터  플레이맥,마포문화재단,36개월 이상 관람가,"전석 30,000원",,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1620c2407fa54e6782fe6ea69e5a3ae1&thumb=Y,2024. 10. 12,2024. 10. 27,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149456&menuNo=200008
전시/미술,종로구,[구립증산정보도서관] 예술인파견지원-예술로 기획사업 지역주민이 함께 만든 [모두의 지도: 증산에 로그-인 하다],도서관 1층 로비,은평구청,누구나,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=83fe095679f749deb3ca2fc744c4114c&thumb=Y,2024. 10. 12,2024. 10. 27,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=150176&menuNo=200009
교육/체험,종로구,"[용산역사박물관] 용산LAB: 도시역사편 [한 컷, 용산도감]",용산역사박물관,용산구청,어린이 / 초등학교 1~6학년 어린이,무료,"소형 슬라이드 프로젝터를 만들고, 한 컷 필름 속에 담긴 다양한 용산의 역사 문화를 경험하기",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b70a214f98fa49c79a55dc6b13c3f9fb&thumb=Y,2024. 10. 12,2024. 10. 26,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149736&menuNo=200011
교육/체험,종로구,[서울공예박물관] 비밀요원 CMI: 밤이와 함께 비밀코드를 해결하라!_10월,서울공예박물관 전시3동 1층 교육실,서울공예박물관,어린이,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=089f10a2a7414f6a8d52f0676325936c&thumb=Y,2024. 10. 12,2024. 10. 26,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149782&menuNo=200011
교육/체험,종로구,[중랑문화재단] 2024 중랑예술반상회 예술가 오픈스튜디오,중랑구 일대  예술가 작업실 ,중랑문화재단,누구나 (미취학 아동 참여 불가) ,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a0e5e87347f4d2d8c72b2e25c37c714&thumb=Y,2024. 10. 12,2024. 10. 26,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149768&menuNo=200011
뮤지컬/오페라,종로구,2024 오페라 투란도트 - 아레나 디 베로나 오리지널, 올림픽 체조경기장 (KSPO DOME),기타,7세 이상,"P 550,000 / VIP 390,000 / R 350,000 / S 300,000 / A 250,000 / B 180,000 / C 130,000 / D 50,000","한국 이탈리아 수교 140주년, 푸치니 서거 100주년 기념 2024 오페라 투란도트 - 문화재급 세계적 오페라 공연팀 ‘아레나 디 베로나’의 100년만의 외출, 창단 이래 최초 해외 공연! ",https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=75c2540c4937458a84e37c5e7edc9738&thumb=Y,2024. 10. 12,2024. 10. 19,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=147269&menuNo=200008
축제-문화/예술,종로구,[도봉구] 2024 도봉 그린뮤직 동행 페스타,씨드큐브 창동 앞 도로,도봉구청,누구나,무료,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eff68c3bc16a43f7a41b69a69ccaee5e&thumb=Y,2024. 10. 12,2024. 10. 13,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=149811&menuNo=200010
